Município;Sigla da Unidade da Federação;Área da unidade territorial;Estabelecimentos de Saúde SUS;Índice de Desenvolvimento Humano Municipal - 2010 (IDHM 2010);Matrícula - Ensino fundamental - 2012;Matrícula - Ensino médio - 2012;Pessoal ocupado total;PIB per capita a preços correntes;População residente - Homens;População residente - Mulheres;População residente que frequentava creche ou escola;População residente, religião católica apostólica romana;População residente, religião espírita;População residente, religião evangélicas;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Rural;Valor do rendimento nominal mediano mensal per capita dos domicílios particulares permanentes - Urbana;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Rural;Valor do rendimento nominal médio mensal dos domicílios particulares permanentes com rendimento domiciliar, por situação do domicílio - Urbana;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal no município de residência;Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência que exerciam o trabalho principal em mais de um município ou país;Pessoas de 10 anos ou mais de idade, Sem instrução e fundamental incompleto - Total;Pessoas de 10 anos ou mais de idade, Fundamental completo e médio incompleto - Total;Pessoas de 10 anos ou mais de idade, Médio completo e superior incompleto - Total;Pessoas de 10 anos ou mais de idade, Superior completo - Total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2000 - total;Taxa de analfabetismo da população de 15 anos ou mais de idade - 2010 - total;Unidades domésticas por tipo - nuclear - homem com filho(s);Unidades domésticas por tipo - nuclear - mulher com filho(s)
251620;PB;738,547;56;0,668;10466;2489;9508;8910,38;31798;34005;17979;57377;161;5665;200;340;878,03;1738,01;24007;715;34475;8208;10083;2754;28,2;22,5;1,5;12
251630;PB;838,071;16;0,627;2509;437;1354;4907,23;7927;8133;4868;14486;71;1112;200;295;831,84;1105,65;6618;105;9251;1597;2385;496;30,1;25,5;2,9;16,6
251640;PB;246,659;7;0,551;1353;293;580;4012,76;5162;5100;2941;9040;6;892;155,5;170;742,06;853,21;2396;.;6559;893;1094;176;46,6;30,8;2,5;13,2
251650;PB;662,907;10;0,578;2608;480;1086;4378,77;7346;7590;4532;13808;.;730;188,67;255;818,52;1044,17;5235;31;9303;1341;1399;341;34,1;28,2;2,5;14,1
251660;PB;237,33;8;0,586;2456;652;924;4285,5;7034;7069;4642;13425;.;476;200;252,5;826,48;1176,02;3700;42;8665;1669;921;294;39,7;31;2;11,1
251670;PB;160,9;8;0,605;2643;519;1070;4606,33;6934;7219;4531;12518;4;1229;127,5;253,75;710,4;1079,73;4911;153;7493;1564;1988;409;31,4;24;1,3;16,6
251675;PB;105,271;3;0,581;551;97;371;4938,74;1466;1347;901;2551;.;203;205,5;255;942,71;1043,85;904;6;1701;309;270;49;39;29,1;1,6;12,1
251680;PB;219,866;4;0,609;1417;230;471;4169,85;4570;4650;3015;8306;.;679;226,8;328,86;829,88;1287,33;2664;65;5474;1118;1045;128;37,8;28,5;1,9;11,9
251690;PB;294,499;13;0,636;2051;619;1167;5142,17;7011;7573;4552;13411;10;937;170;294,5;671,52;1484,7;4633;233;8251;1679;2035;469;34,3;26,7;1,6;12,6
251700;PB;181,327;8;0,584;1588;357;663;4562,4;4509;4789;3292;8650;5;475;162,86;215;763,14;984,9;3637;4;5457;1088;1035;164;47,8;35,2;1,6;15,8
251710;PB;190,447;1;0,707;359;127;462;5966,61;1268;1236;731;2265;.;204;255;395;1081,67;1222,17;1146;14;1161;309;593;84;16;13,3;3;18,3
251720;PB;146,779;5;0,571;645;179;305;3909,15;2538;2507;1388;4689;.;284;205,67;252;782,06;981,06;1152;32;3303;515;418;77;42,9;37,9;1,4;8,9
251740;PB;109,394;1;0,623;380;91;175;4997;1051;1024;679;1848;.;192;255;250;893,75;840,11;919;3;1117;239;283;55;37;23;2,9;13,3
260005;PE;126,193;31;0,679;14010;3916;13629;8977,82;45125;49304;28989;39012;1177;38218;170;325;822,87;1351,27;16341;502;41180;14596;22103;1988;14,3;10,2;1,8;17,3
260010;PE;377,696;22;0,657;5557;1980;3445;5634,45;16790;18298;10253;29674;150;2947;170;302,5;806,44;1398,41;12906;465;18162;4347;5036;1369;29,5;23,1;1,9;15,7
260020;PE;1490,596;9;0,588;3806;779;1341;4578,71;8750;8836;5907;15979;.;1204;144,5;280;725,79;1207,21;5961;66;10382;2090;1511;295;35,7;25,8;1,8;10,8
260030;PE;201,446;17;0,592;4125;1013;1693;5536,69;10935;11744;7618;18005;32;3149;195,5;255;816,56;1034,86;6445;75;13909;2503;2114;350;43;32,4;2,2;15,9
260040;PE;533,331;12;0,553;5576;1141;2271;4353,94;16610;16485;11013;13607;13;12394;128,8;196,67;718,8;955,77;5542;.;19863;3249;3256;438;39,6;30,7;3,2;11,7
260050;PE;885,986;10;0,526;9645;1585;2206;4454,82;19666;20569;13917;36628;64;1731;111,33;222;595,29;1099,83;14452;35;25222;2939;3027;581;51,6;40,3;2;16,2
260060;PE;217,829;11;0,599;2303;579;973;4608,15;6913;6846;4510;12333;55;841;188;259,33;791,56;1061,81;5420;18;8301;1295;1482;291;35,4;26,6;2;14,1
260070;PE;272,79;18;0,604;6376;1472;3468;5012,97;18579;18836;12184;25976;55;7509;172,4;212;974,36;1042,56;6984;178;21958;4020;4483;607;36,6;27,2;2,2;11,5
260080;PE;454,484;10;0,598;3458;940;1292;4182,58;11106;11247;6786;20124;66;1506;156;255;630,83;987,24;7728;81;14153;2324;2212;334;43,9;34,6;2,3;16,1
260090;PE;234,956;11;0,58;4018;592;2088;5152,84;10984;10955;7082;13503;11;5926;190,4;237,5;747,31;1125,47;6306;8;13250;2153;2129;358;37,4;30,9;2,6;12,3
260100;PE;118,037;7;0,572;1995;402;787;4124,37;5018;5184;3496;8842;74;1105;148,75;234;636,42;1070,85;3543;4;6082;1050;957;166;39;33,4;2,4;12,8
260105;PE;96,381;9;0,592;3548;938;810;3550,52;9027;9129;6234;8807;18;4939;163,5;210,6;749,74;947,69;2529;14;10356;2074;2248;159;37,5;24;2,2;14
260110;PE;1892,596;29;0,602;15998;3448;8167;5347,29;37836;39466;26822;66478;126;5641;168;270;773,13;1496,19;30742;279;44569;7686;6940;2522;34,6;25,3;1,6;13,7
260120;PE;350,901;40;0,667;12067;3637;9874;6013,25;32369;36424;21867;54848;523;8639;155,5;305;776,61;1655,52;22608;548;32935;7869;12067;3650;24,1;17,6;1,8;19,6
260130;PE;114,65;9;0,577;2418;495;5251;4030,61;6515;6261;4246;9851;5;2204;143,2;203;827,82;1008,89;3353;21;7481;1308;1295;145;45,9;34,8;1,9;11
260140;PE;233,373;13;0,586;8052;2535;4072;4941,81;19885;20847;14271;18911;51;14833;96;198,57;606,78;1121,67;8073;108;21696;4458;5938;951;30,8;23,6;2,3;15,4
260150;PE;73,742;8;0,578;1994;482;702;4065,64;5635;5718;4178;8455;.;1909;139;220,67;689,2;913,5;3176;30;6761;1135;1162;117;42;32,5;2,3;14,3
260160;PE;1830,802;9;0,642;3662;1172;2666;5170,02;9960;10293;7762;17483;164;1404;126,67;272;740,69;1879,77;8023;83;10143;2180;2992;888;33;21,7;2,5;16,8
260170;PE;647,698;25;0,629;13647;4055;11404;10835,77;34780;37652;24742;57745;503;9497;167,5;327,5;790,1;1320,3;27123;597;40457;7954;9081;2785;35,5;24,8;2;17,5
260180;PE;1244,074;11;0,559;2124;454;759;4052,99;6008;5995;3802;10326;.;1357;128,8;279,5;630,06;1235,66;3309;7;7559;1051;901;226;38,5;33,2;1,7;10,1
260190;PE;490,817;23;0,606;9228;2746;22112;5746,13;28050;30618;17369;49501;280;5581;187,67;266;735,88;1156,75;19303;326;35831;6697;6223;1373;37;28,1;1,7;17,4
260200;PE;1616,502;14;0,565;6767;1051;1749;4763,22;17621;17537;13457;31531;.;2186;148;237,5;778,7;1179,95;12566;71;20558;3439;3485;601;39,9;29,9;1,8;11,7
260210;PE;792,186;14;0,563;8664;1461;3099;6826,26;22004;23499;14819;41614;161;2462;120,4;237,5;698,52;1335,08;16917;238;27830;3607;4448;1011;42,3;34,2;1,7;14,7
260220;PE;223,18;26;0,602;5982;1480;2240;4953,3;18477;19349;11833;33916;282;2856;188,33;255;770,41;1058,36;12179;41;22251;4658;4404;617;38,1;30,1;1,5;13,9
260230;PE;395,613;21;0,561;7550;1561;3533;5411,6;18577;18989;12669;29111;82;5533;120;244;617,61;1044,62;10049;86;23365;3461;3159;827;40,9;31,6;2,3;16
260240;PE;159,786;8;0,547;2070;380;792;6256,92;4334;4510;2939;7899;3;673;170;175,6;852,22;870,93;3087;20;5471;951;737;142;42,6;32;2,3;13
260250;PE;106,276;7;0,574;1323;291;310;4144,37;3608;3699;2157;6756;3;356;200;256,67;843,02;1037,41;2183;17;4453;759;681;190;35,6;25,4;1,3;12,2
260260;PE;762,345;19;0,562;8496;1334;2516;4280,7;22180;23000;15945;35686;19;5219;200;255;772,43;1091,72;17408;69;28777;3905;3053;710;45,7;32,3;2,1;16,3
260270;PE;93,187;8;0,593;2072;450;708;4801,08;6197;6340;3812;10553;.;1461;192;230,5;805,37;964,08;3324;8;7458;1149;1607;175;35,2;28,1;2,5;13,7
260280;PE;1329,735;15;0,527;10685;1936;2542;5243,77;25641;26464;17847;45128;42;4581;96,67;174,44;627,46;863,2;15947;74;32445;4346;2892;693;52;40,2;2,2;13,3
260290;PE;448,735;42;0,686;32134;9738;42108;24179,78;90859;94166;56356;69607;1003;68230;207,33;320;956,15;1711,78;50946;186;83144;24757;42185;4156;20,5;13;2;15
260300;PE;1657,705;21;0,623;5783;1677;2071;6051,35;15052;15821;10844;24695;.;4825;138,8;223,33;691,73;1385,04;11007;41;16568;3565;3952;585;32,5;23,7;2;15,4
260310;PE;179,262;12;0,579;3072;519;1262;5491,25;9104;9715;5484;17097;15;1025;151;276,67;843,85;1026,93;6818;30;11915;1741;1827;256;39,8;32,1;1,7;15,9
260320;PE;329,477;11;0,522;5032;1184;1100;3970,28;13172;13405;9044;24541;8;1411;77;251,5;617,2;1061,43;9906;74;17114;2632;1500;242;50,3;38,6;1,6;11,4
260330;PE;121,945;10;0,566;1790;322;513;5031,52;5566;5559;3594;10601;5;386;148,8;233,33;726,84;882,97;5256;6;6892;955;1088;149;41,4;32,4;1,3;11,1
260340;PE;179,314;6;0,571;1250;277;450;4364,98;2722;2926;1689;4923;.;551;188;332;672,22;1340,77;1515;7;3543;493;545;72;40,5;32,6;2,1;12,9
260345;PE;51,257;49;0,692;22961;7434;12582;5237,1;69212;75254;43599;71862;1864;45109;.;310,71;.;1625,26;26048;520;62517;21319;34353;4729;15,7;11,1;1,9;16,8
260350;PE;72,477;8;0,588;3008;586;1083;5368,15;8322;8782;5389;14405;148;1713;170;217,2;772,03;1011,01;4494;338;10576;1800;1652;306;39,8;32;2,1;15,9
260360;PE;37,518;10;0,606;1682;296;5204;18283,7;4086;4070;2893;5740;10;1432;176,14;235,5;1057,38;1032,36;2506;42;4654;892;1065;212;34,5;26,9;2,2;11,1
260370;PE;423,083;15;0,541;4080;715;1362;4330,8;12365;12156;6949;20318;.;2862;160,67;202,5;711,72;986,37;7785;52;15729;1847;2279;406;45,1;36,2;1,9;12,5
260380;PE;336,329;12;0,549;3480;776;1253;4726,03;9772;9821;6274;18654;.;714;163,33;247,33;771,79;1007,52;8914;23;12690;1799;1466;181;43,9;31,9;1,8;11,4
260390;PE;427,802;9;0,583;3283;1027;1139;3951,77;9166;9408;6057;16881;5;1094;150;255;658,97;1047,4;5925;109;10933;2040;1908;430;37,7;27,1;1,7;12,3
260392;PE;1004,667;9;0,573;2537;688;466;4092,74;5989;5793;5323;9995;.;349;105;266,67;650,61;1390,95;3534;16;6237;1355;1325;147;42,8;27,5;3,1;12,6
260400;PE;144,931;29;0,68;11502;3122;11180;7725,5;35563;39295;22136;47070;684;18972;200;280;781,72;1452,41;21979;381;34580;9402;15939;3203;23;16,1;1,7;15,4
260410;PE;920,611;108;0,677;51099;13584;74665;9536,83;149153;165759;93954;209003;3655;68336;233,33;402,5;898,1;1941,31;140085;1973;152960;42018;54256;14550;22,6;15,6;1,7;17,4
260415;PE;115,868;10;0,567;2194;543;770;4894,78;6799;6967;4486;12714;.;622;175;255;784,5;887,9;3612;.;8317;1706;1221;166;42,8;31,4;1,8;12,2
260420;PE;207,244;14;0,609;6059;1553;3713;5106,07;18303;19517;13102;23782;95;8296;112;255;703,14;1248,69;8074;235;19815;4675;5291;928;33,9;26,8;2,2;15,7
260430;PE;148,762;8;0,615;1781;619;573;4281,32;5391;5387;3926;10128;.;454;140,5;230;924,46;1150,73;3338;57;5658;1387;1507;268;33,7;22,3;1,7;11,1
260440;PE;48,548;8;0,604;2305;558;716;4611,56;6096;6308;4200;9344;17;1937;185;228;791,72;908,61;2496;11;7055;1164;1891;163;36,5;24,7;1,6;15,4
260450;PE;84,848;10;0,599;3904;836;1994;5468,13;9982;10155;6440;16029;127;2725;204;255;994,68;1289,29;6377;153;12755;1691;1972;393;41,4;30,8;1,9;13,4
260460;PE;89,645;14;0,602;4318;854;1407;4865,96;11844;12438;8541;17857;33;3961;148;236,67;598,62;1117,02;4458;53;12929;3183;3352;513;32,7;27,2;2;14,9
260470;PE;328,655;8;0,536;3234;455;1136;4611,35;8610;8809;5626;16069;10;895;150;222,67;749,7;1187,72;5429;37;11228;1154;1570;339;42,2;32,5;2,1;15
260480;PE;101,316;8;0,568;2683;565;3693;8889,08;6183;6269;4471;6773;.;3274;150;217,2;687,85;1004,85;2884;7;7295;1232;1311;201;36,1;28,9;2,8;12,2
260490;PE;292,232;7;0,572;2515;574;812;5487,9;8508;8675;5400;15628;16;976;179,5;255;752,65;974,23;5624;10;10796;1969;1480;361;40,7;32,1;2;11,7
260500;PE;105,559;14;0,592;4397;949;2275;4915,87;11050;12340;7422;17388;.;4504;182,67;270,75;725,79;1140,51;9249;98;14145;2573;2362;544;42,4;30,7;1,9;17,1
260510;PE;1404,127;14;0,594;5556;1291;2625;6052,05;16652;17203;10822;30069;.;2645;170;306;718,74;1470,92;11427;69;20318;3560;3327;972;36,7;27,2;1,9;11,9
260515;PE;1537,642;7;0,589;2856;686;1436;5628,02;8657;8260;5485;14706;.;1838;166,8;305;779,75;1194,57;7342;25;9853;1693;1873;279;38,1;26,2;1,9;9,1
260520;PE;346,959;15;0,632;12151;2941;7411;7452,73;31151;32366;20332;30272;218;18971;192,67;255;867,15;1181,58;13993;77;32658;8366;10302;1021;30,3;21,7;2,5;15,2
260530;PE;1337,495;14;0,576;6414;1796;2259;4904,04;15485;16151;10693;29194;93;1812;114,33;208;719,91;1115,31;10521;16;18265;3293;3315;551;37,9;25,2;2;13,6
260540;PE;107,726;11;0,6;3676;757;1245;4189,94;9972;10599;7210;14328;45;3967;163,33;255;1052,67;978,83;6327;159;13047;1931;1851;347;39,1;29,3;2,1;16
260545;PE;17,017;3;0,788;291;49;1904;12792,64;1292;1338;888;1201;98;994;.;840;.;3778,59;1642;.;665;749;624;178;6,9;5;1,2;10
260550;PE;89,348;9;0,622;1943;309;1198;5831,01;5642;5788;3534;9864;12;1230;199,75;255;1238,95;1145,06;3072;34;6738;1114;1392;287;34,3;28,4;1,4;9,9
260560;PE;995,558;8;0,556;3622;707;1453;4017,31;10938;11231;6658;19084;81;2200;185;255;696,66;903,36;6484;95;14193;2142;1594;386;38,2;32,9;2;12,9
260570;PE;3644,168;8;0,626;5709;1578;3460;9773,55;14431;14854;9915;25309;54;1859;170;293,33;771,21;1512,66;11544;106;14354;3291;4656;1066;24,2;18,4;2,3;15,1
260580;PE;212,707;12;0,576;2109;676;654;4230,19;6998;7295;3821;13199;6;937;250;340;855,88;1230,89;4770;135;9522;1558;905;196;42,5;31,5;1,8;13,4
260590;PE;255,961;11;0,602;4052;972;1218;4148,19;14102;13810;10509;14205;81;8368;140,13;202;708,96;1052,71;5721;135;14833;2772;4531;246;37,8;26,7;1,8;11,6
260600;PE;458,552;61;0,664;23030;6914;19059;8811,07;60976;68432;42095;99428;1308;21230;150;333,33;724,19;1840,01;46025;854;62994;16407;20784;7101;24,3;17,6;1,8;17,1
260610;PE;231,832;13;0,604;4536;1063;1409;4011;14166;14853;10614;23743;18;3409;191,25;227,5;914,69;1081,15;10071;88;17256;3031;3363;508;39,2;30;2,1;15,4
260620;PE;501,884;32;0,651;13230;3571;13229;9706,3;36644;39000;25098;41600;818;22336;170;270;821,66;1446,85;22045;244;35957;10237;14263;2462;25,1;18,6;1,8;15,6
260630;PE;521,942;8;0,595;1403;474;527;5794,29;3451;3404;2564;6451;.;334;146,67;212,67;720,58;1122,71;1928;3;3842;816;750;94;38,8;27,1;1,7;13,2
260640;PE;506,785;24;0,634;13098;3722;11324;6171,47;36904;39554;24121;61650;1131;9530;192,67;289;876,75;1387,77;28009;87;43742;9360;9613;1921;31,9;22,3;2,2;17,2
260650;PE;635,136;8;0,528;4193;721;882;4194,93;9180;9180;6122;16901;5;958;106;250;646,55;1008,8;6253;107;11901;1425;1055;198;50,5;39,4;2,3;12,6
260660;PE;1906,437;14;0,552;5127;1235;1750;5141,96;13350;13604;9213;24023;19;1425;155,5;195;782,18;947,6;8885;21;16090;2486;2619;239;42,3;32;2,4;13,9
260670;PE;189,596;6;0,58;1253;350;554;5396,38;3791;3743;2275;6864;.;556;180;265;728,1;877,56;2898;.;4716;615;802;67;45,1;35,4;2,7;13,9
260680;PE;305,56;36;0,665;16405;4539;21149;11244,11;49316;52705;33722;49255;581;35882;210;289,33;894,04;1375,14;24045;322;47566;13498;22113;2218;20,3;14,2;1,7;15,5
260690;PE;838,132;6;0,598;1721;467;483;4129,34;5915;5864;3505;10787;.;796;150;263,33;745,01;1201,64;3990;14;7037;1625;990;214;35;28,5;2,7;12,3
260700;PE;1182,551;6;0,523;3661;621;790;4753,3;9555;9526;6457;16667;11;731;74,33;181;680,57;1117,43;6181;10;10987;1747;1507;302;45,1;36;2,1;12,5
260710;PE;243,669;4;0,608;699;237;359;4850,52;2290;2206;1325;4133;.;301;165,13;255;740,86;1224,67;1696;9;2536;564;546;90;33,1;26,9;2,6;10,7
260720;PE;527,107;21;0,619;16365;3339;68922;112924,25;39890;40747;27750;33092;222;28593;192,67;296,67;960,59;1460,54;26461;60;42316;9682;11354;1325;30;20,6;2,1;14,3
260730;PE;861,419;14;0,55;6236;1477;2623;4950,43;13855;14265;9226;24522;.;1346;137,14;204;754,83;1031,1;10277;92;16830;2509;2296;332;42,1;30,2;2;12,5
260740;PE;430,033;3;0,595;873;205;666;6321,07;2135;2234;1775;3824;4;322;170;247,5;679,02;1123,36;1500;5;2204;400;743;122;25,9;21,6;3,1;15,9
260750;PE;1084,775;7;0,51;5539;846;1310;6520,96;13042;13214;9288;23959;69;1014;133,43;228;753,62;986,76;9886;59;17499;1859;1459;347;50,7;39,7;1,9;10,9
260760;PE;66,684;5;0,653;3423;980;1933;5417,67;12564;9320;6594;12365;245;5026;128,8;255;588,76;1400,56;5607;49;11361;3246;3530;534;19,5;15,3;2,5;16,9
260765;PE;304,812;20;0,575;6104;1501;3197;5694,57;17484;17914;12295;27618;130;4406;155,5;207,33;831,71;1089,61;7649;111;21207;3433;3748;636;40;30,5;2,1;12,4
260770;PE;404,851;6;0,592;2218;492;767;4275,34;6850;7031;3625;12295;20;1072;180;311;714,48;1246,9;5372;100;8578;1392;1514;337;30,1;25,7;2,7;14,5
260775;PE;74,235;10;0,633;3764;1113;4697;20208,33;12007;11762;8199;10408;50;6946;178;217,5;1534,17;1023,45;4877;129;12142;3404;3536;362;25,9;18,5;1,9;17
260780;PE;103,424;6;0,586;2747;634;3583;6021,84;7882;7810;5492;9422;28;4687;170;235;820,66;968,32;3283;15;8873;1687;1978;199;34,6;27,7;2,2;13
260790;PE;258,694;76;0,717;82742;22713;108313;12966,6;304850;339770;213374;305138;14688;202678;188,67;350;883,01;1982,97;152906;2814;260452;95882;154560;31357;13,2;9,1;2;18,6
260795;PE;87,208;6;0,575;2306;548;1415;4637,87;5705;5796;4209;8087;5;1550;128,22;182,67;810,93;1139,65;2142;59;6695;1184;1123;183;39,9;32,7;2,3;14,2
260800;PE;672,183;13;0,53;3342;512;1044;4581,16;7860;7959;5351;13916;.;1165;148,8;254;655,4;987,85;6887;23;10455;1106;1078;189;46,7;34,3;2,2;15,8
260805;PE;277,862;10;0,645;2727;697;1167;4556,24;6837;7126;5467;11664;5;1616;302;203;1633,5;873,8;4224;58;7176;1830;2059;418;24,1;22,7;2;14,4
260810;PE;135,123;18;0,576;4916;1262;2654;4513,7;14870;15873;9556;28953;110;1111;175;300;779,58;1106,56;9944;77;19287;3869;2178;481;44,1;35,7;1,5;15,1
260820;PE;121,902;9;0,554;3104;772;4855;6720,58;7900;7873;5675;8282;16;4493;192;226,4;944,91;1052,87;3396;143;9462;1614;1390;166;38,1;29,7;2,8;11,3
260825;PE;120,604;6;0,55;2077;471;645;4888,73;5272;5332;3727;9452;5;1106;170;255;768,17;1007,41;5608;11;6473;1191;816;98;43,7;32,7;1,4;11,1
260830;PE;104,993;6;0,575;2817;650;1131;5266,88;6683;7022;4347;11993;5;1222;128,8;257,5;667,3;1043,38;6510;57;8204;1619;1167;292;40,5;32,2;1,7;12,6
260840;PE;148,254;10;0,509;2608;518;914;4436,59;7133;7408;4892;12556;10;1209;124,4;222,67;674,56;773,15;5412;33;9691;1096;847;83;49,5;38;2,2;16
260845;PE;69,666;12;0,609;2484;435;1293;4443,8;7854;8153;5225;12323;135;2824;233,33;255;1006,86;958,36;3922;65;9361;1677;2059;195;30,4;23,7;2;15,6
260850;PE;57,282;15;0,602;4540;1018;7287;10780,93;10070;10589;7296;15953;35;2844;170;208,67;796,12;941,85;5969;97;12230;2418;2132;302;34,3;26,9;1,8;15,2
260860;PE;198,761;7;0,525;2806;422;744;4495,61;5970;6162;4179;10553;.;1061;150;233,33;683,45;926,02;4854;6;8014;833;842;159;44,9;40,1;2,1;12
260870;PE;222,87;8;0,551;2658;467;480;4202,27;7825;7790;5186;13339;9;1579;152,5;275;617,6;1041,96;5737;113;10179;1094;1214;203;51,9;39,1;2,1;13,4
260875;PE;1848,895;8;0,597;4593;1085;2551;11080,16;11317;11443;8246;18792;.;3042;193,33;270;1019,95;1284,76;7561;25;12259;2611;2773;401;34,1;24,4;2,4;14,9
260880;PE;189,096;13;0,611;7544;1379;3550;5313,86;17418;19210;11730;31184;117;4287;200;296,67;779,08;1250,95;13992;412;21192;4491;3722;914;32,8;26,2;1,6;15,1
260890;PE;273,739;39;0,663;9882;3599;6043;5842,05;26826;28613;17027;44657;882;5862;216;292,5;945,96;1425,07;18409;419;28250;7102;9826;1747;26,5;20;1,9;16,5
260900;PE;108,048;11;0,609;4014;1392;1639;4969,21;11666;12259;8240;18436;15;3159;150;256;793,91;1156,21;6655;123;14115;2553;2877;524;38,7;31,6;2,8;14,7
260910;PE;60,036;7;0,578;1936;607;818;4978,37;6551;7045;4081;11925;5;1037;150;255;815,88;972,83;3373;.;7870;1364;1629;130;40,4;29,4;1,6;13,2
260915;PE;380,226;4;0,487;4211;621;670;3791,09;9128;8955;7047;15857;32;692;115;182,33;639,12;890,66;9609;.;11519;1276;655;131;57;39,9;1,6;12,8
260920;PE;199,865;4;0,534;2385;424;1964;7472,93;6170;6060;4340;7550;.;2220;128,8;183,33;654,55;1032,74;3196;11;7490;1158;905;130;42,8;35,1;2,3;12,4
260930;PE;821,676;7;0,591;2882;796;754;4472,8;7116;7192;4883;12672;50;935;71;177,33;609,94;1042,82;3647;11;7719;1630;1927;228;33,4;23,7;2;15,6
260940;PE;196,072;15;0,652;8734;2145;6645;5350,7;27664;29032;17847;25504;243;20546;160;255;869,52;1231,76;10603;222;28805;7800;9642;1330;23,2;16,8;2;16
260950;PE;150,264;15;0,662;5140;1720;3813;7549,32;14747;16049;9119;21543;259;6687;208,67;255;923,63;1314,47;7317;114;15616;3826;5613;1088;24,2;19,2;2,3;15,9
260960;PE;41,681;75;0,735;54043;15152;83851;8275,69;174724;203055;117593;197234;15866;94970;255;405;1078,08;2194,6;80740;2304;137303;56758;100359;28942;9,9;7;2,2;20,7
260970;PE;138,662;22;0,61;3827;1410;1473;4472,3;11067;11811;7890;20871;29;1619;160;255;738,62;1169,08;7158;56;13386;2725;2707;382;39,2;29,4;1,5;13
260980;PE;554,759;7;0,61;2707;832;668;8918,32;6571;6609;4438;11287;.;1265;150;212,67;801,63;1051,67;5382;23;7046;1497;1752;243;34,6;24;1,9;13,3
260990;PE;2422,89;28;0,572;14604;2726;3712;4802,41;31699;32659;21837;55575;54;5292;143;255;780,96;1571,54;19487;531;37948;6067;5773;1200;39,1;28,8;2,1;13,6
261000;PE;339,292;29;0,622;11182;3261;8462;7848,39;28803;30723;20650;35088;377;15612;157,33;255;741,16;1335,94;15067;129;30247;6960;9646;1879;27,8;21,5;2,1;14,6
261010;PE;158,021;8;0,549;1687;331;522;5061,53;3986;4203;2604;7423;29;643;148,6;226,83;788,23;952,18;2427;4;5039;671;807;185;44;33,1;2,8;13,5
261020;PE;370,94;8;0,569;4885;1624;1865;4104,42;12588;13057;10994;22971;100;1767;132,86;242,8;662,77;1031,27;9684;58;16475;2084;1924;368;49,6;38;2,1;16,4
261030;PE;230,888;6;0,537;2547;421;614;4683,05;5518;5483;3679;9615;.;1141;158;277,5;741,31;1054,69;3653;6;6980;878;918;101;44,7;37,1;2;12,8
261040;PE;2597,105;11;0,599;3855;1205;1546;5116,95;10280;9944;6336;17279;5;1220;120;255;662,94;1528,73;5811;24;11289;1842;2625;470;29,6;24,8;2,1;11,8
261050;PE;326,758;18;0,592;4566;1233;1442;4473,43;13980;14648;9285;23560;142;3407;182,8;224;819,59;983,65;8383;47;17673;3180;2868;370;39,6;32,2;1,8;13,9
261060;PE;277,509;21;0,639;9325;2158;5033;5151,75;25205;26152;16705;30968;504;12896;230;240;1855,6;1144,27;11565;87;27131;6365;7599;1195;28,7;21,2;2,2;14,6
261070;PE;97,312;53;0,732;35988;11070;38429;7084,49;141630;158836;92497;147313;9631;90840;.;385;.;1760,05;58420;1685;102213;49360;89953;15101;8,4;6,2;2;18,5
261080;PE;803,216;17;0,567;3639;880;826;6504,67;10473;10471;6889;18657;.;1438;156;207;765,27;1000,05;6501;17;12577;1749;2096;502;42,3;33;2,1;15,5
261090;PE;995,536;38;0,61;11304;3541;5273;5507,33;30615;32316;21609;54197;258;5332;150;255;749,44;1280,81;22940;211;34764;7111;7866;1875;32;25,4;2,1;16,6
261100;PE;1056,595;10;0,623;6425;1623;3435;21715,14;15947;16545;10387;25726;57;3341;166,67;255;930,31;1455,32;12241;67;16467;3914;4513;1028;24,3;18,3;2;15,5
261110;PE;4561,872;78;0,697;55864;17169;58918;10708,48;143252;150710;100488;214848;2041;46702;219,83;376,55;1032,21;2577,57;114764;1592;126536;38434;58675;15141;17,7;12,1;1,8;14,7
261120;PE;246,749;9;0,528;2097;492;798;4388,74;5375;5867;3646;10434;8;537;127,5;213,86;691,6;875,67;5071;7;7228;729;975;198;44,3;34;1,7;17
261130;PE;203,18;14;0,598;4455;991;2515;5962,56;11882;12164;7380;16632;7;4323;200;255;851,11;1129,94;7499;139;14623;3160;2172;437;37,4;28,7;1,5;14,3
261140;PE;110,185;7;0,58;2207;442;1067;5190,09;6882;6557;4531;8055;9;3526;197,2;262;843,37;1135,93;4081;42;7948;1382;1382;222;32,7;28,2;2,6;12,1
261150;PE;230,617;13;0,552;4404;727;1480;5400,39;11918;12268;9061;21251;32;2083;164;203,33;752,47;938,22;6060;54;15270;2062;1665;289;48,1;36,5;1,7;13,9
261153;PE;210,705;4;0,577;1818;405;394;4201,32;3325;3414;2185;5904;.;573;196,67;203,33;822,27;828,78;2038;10;4109;857;525;107;36;28,2;1,4;9,9
